time,joint_positions
0.197,"array('d', [-1.7480130477010165, 1.4328928627623876, -2.05212753314344, 2.2021646078805945, 1.6103099216695385, 1.3847718806459817])"
0.198,"array('d', [-1.7469802403910983, 1.4333095844316306, -2.0524122453239055, 2.201760554197551, 1.609572721549248, 1.3859433513370134])"
0.199,"array('d', [-1.7459525910283236, 1.4337186293015145, -2.0526976409398365, 2.201367910807203, 1.6088489807689466, 1.3871088548486956])"
0.2,"array('d', [-1.744930157198258, 1.4341200274931283, -2.052983672879261, 2.20098659917116, 1.6081384596260444, 1.3882683129715623])"
0.201,"array('d', [-1.7439129945241694, 1.4345138104183062, -2.053270295383633, 2.200616539992852, 1.6074409224545776, 1.3894216503165022])"
0.202,"array('d', [-1.74290115669432, 1.434900010740685, -2.0535574640223966, 2.200257653251923, 1.6067561375654595, 1.3905687942676352])"
0.203,"array('d', [-1.741894695489141, 1.435278662337431, -2.0538451356675895, 2.199909858237766, 1.6060838771873631, 1.3917096749356446])"
0.20400000000000001,"array('d', [-1.7408936608082826, 1.435649800261626, -2.054133268468518, 2.199573073582215, 1.6054239174082368, 1.3928442251115676])"
0.20500000000000002,"array('d', [-1.7398981006975363, 1.4360134607053099, -2.054421821826519, 2.199247217291431, 1.6047760381174558, 1.393972380221047])"
0.20600000000000002,"array('d', [-1.7389080613756271, 1.4363696809631668, -2.05471075636984, 2.198932206777011, 1.6041400229486085, 1.395094078279044])"
0.20700000000000002,"array('d', [-1.7379235872608685, 1.4367184993968498, -2.055000033928654, 2.198627958886343, 1.6035156592229176, 1.3962092598450133])"
0.20800000000000002,"array('d', [-1.7369447209976778, 1.437059955399937, -2.0552896175102253, 2.198334389932231, 1.6029027378932967, 1.397317867978544])"
0.209,"array('d', [-1.7359715034829506, 1.437394089363509, -2.0555794712742563, 2.1980514157218214, 1.6023010534890425, 1.3984198481954637])"
0.21,"array('d', [-1.7350039738922862, 1.4377209426423432, -2.055869560508417, 2.1977789515848456, 1.6017104040611592, 1.3995151484244075])"
0.211,"array('d', [-1.7340421697060642, 1.4380405575217143, -2.056159851604086, 2.197516912401206, 1.6011305911283187, 1.4006037189638532])"
0.212,"array('d', [-1.7330861267353683, 1.438352977184797, -2.0564503120323097, 2.1972652126279226, 1.6005614196234506, 1.4016855124396195])"
0.213,"array('d', [-1.7321358791477535, 1.4386582456806594, -2.0567409103199976, 2.197023766325464, 1.6000026978409632, 1.4027604837628305])"
0.214,"array('d', [-1.731191459492853, 1.4389564078928447, -2.057031616026364, 2.196792487183479, 1.599454237384594, 1.4038285900883427])"
0.215,"array('d', [-1.7302528987278254, 1.4392475095085289, -2.0573223997196264, 2.196571288545946, 1.5989158531158858, 1.4048897907736355])"
0.216,"array('d', [-1.729320226242635, 1.4395315969882505, -2.057613232953977, 2.196360083435758, 1.598387363103289, 1.4059440473381646])"
0.217,"array('d', [-1.7283934698851657, 1.4398087175362049, -2.0579040882468274, 2.196158784578766, 1.5978685885718842, 1.4069913234231746])"
0.218,"array('d', [-1.7274726559861642, 1.4400789190710936, -2.0581949390563454, 2.1959673044272816, 1.5973593538537263, 1.4080315847519733])"
0.219,"array('d', [-1.7265578093840122, 1.4403422501975252, -2.0584857597592827, 2.1957855551830705, 1.596859486338805, 1.4090647990906628])"
0.22,"array('d', [-1.7256489534493225, 1.4405987601779573, -2.058776525629107, 2.1956134488198376, 1.59636881642662, 1.4100909362093275])"
0.221,"array('d', [-1.724746110109359, 1.4408484989051753, -2.059067212814442, 2.1954508971052262, 1.5958871774783667, 1.4111099678436771])"
0.222,"array('d', [-1.7238492998722788, 1.4410915168752987, -2.0593577983178197, 2.1952978116223374, 1.5954144057697301, 1.412121867657143])"
0.223,"array('d', [-1.7229585418511904, 1.4413278651613102, -2.0596482599747556, 2.1951541037907876, 1.5949503404442842, 1.4131266112034246])"
0.224,"array('d', [-1.7220738537880331, 1.441557595387099, -2.0599385764331406, 2.1950196848873116, 1.5944948234674914, 1.4141241758894856])"
0.225,"array('d', [-1.7211952520772689, 1.4417807597020125, -2.060228727132965, 2.194894466065924, 1.5940476995813013, 1.4151145409389965])"
0.226,"array('d', [-1.7203227517893889, 1.44199741075591, -2.0605186922863687, 2.1947783583776515, 1.5936088162593416, 1.4160976873562214])"
0.227,"array('d', [-1.7194563666942324, 1.44220760167471, -2.0608084528580264, 2.1946712727898388, 1.5931780236627004, 1.4170735978903481])"
0.228,"array('d', [-1.718596109284116, 1.4424113860364265, -2.061097990545863, 2.19457312020505, 1.5927551745962945, 1.4180422570002562])"
0.229,"array('d', [-1.717741990796772, 1.4426088178476864, -2.061387287762108, 2.194483811479563, 1.5923401244658195, 1.419003650819723])"
0.23,"array('d', [-1.7168940212380936, 1.4427999515207215, -2.061676327614684, 2.194403257441471, 1.5919327312352798, 1.4199577671230645])"
0.231,"array('d', [-1.7160522094046893, 1.4429848418508306, -2.061965093888936, 2.1943313689084007, 1.5915328553850894, 1.420904595291208])"
0.232,"array('d', [-1.7152165629062384, 1.4431635439943014, -2.0622535710296903, 2.194268056704852, 1.591140359870746, 1.4218441262781936])"
0.233,"array('d', [-1.7143870881876546, 1.4433361134467897, -2.062541744123658, 2.1942132316791696, 1.5907551100820683, 1.422776352578102])"
0.234,"array('d', [-1.71356379055105, 1.4435026060221476, -2.062829598882172, 2.19416680472015, 1.590376973802994, 1.4237012681924068])"
0.23500000000000001,"array('d', [-1.7127466741775024, 1.443663077831695, -2.063117121624257, 2.1941286867732988, 1.5900058211719361, 1.4246188685977466])"
0.23600000000000002,"array('d', [-1.7119357421486239, 1.4438175852639268, -2.0634042992600365, 2.194098788856732, 1.5896415246426896, 1.4255291507141152])"
0.23700000000000002,"array('d', [-1.7111309964679284, 1.443966184964653, -2.0636911192744707, 2.194077022076743, 1.5892839589458858, 1.4264321128734678])"
0.23800000000000002,"array('d', [-1.7103324380820009, 1.4441089338175614, -2.0639775697114247, 2.1940632976430314, 1.5889330010509903, 1.4273277547887373])"
0.23900000000000002,"array('d', [-1.709540066901463, 1.4442458889252006, -2.064263639158065, 2.1940575268835993, 1.5885885301288372, 1.428216077523261])"
0.24,"array('d', [-1.7087538818217398, 1.4443771075903735, -2.0645493167295834, 2.1940596212593286, 1.5882504275146978, 1.4290970834606125])"
0.241,"array('d', [-1.707973880743621, 1.4445026472979405, -2.0648345920542406, 2.194069492378236, 1.5879185766718782, 1.4299707762748366])"
0.242,"array('d', [-1.707200060593622, 1.4446225656970204, -2.065119455258733, 2.194087052009417, 1.5875928631558385, 1.4308371609010841])"
0.243,"array('d', [-1.7064324173441399, 1.4447369205835878, -2.065403896953877, 2.1941122120966816, 1.5872731745788329, 1.4316962435066434])"
0.244,"array('d', [-1.7056709460334065, 1.44484576988346, -2.0656879082206028, 2.1941448847718865, 1.5869594005750627, 1.4325480314623646])"
0.245,"array('d', [-1.704915640785238, 1.4449491716356664, -2.0659714805962652, 2.1941849823679678, 1.5866514327663381, 1.433392533314476])"
0.246,"array('d', [-1.704166494828578, 1.4450471839761962, -2.0662546060612565, 2.1942324174316816, 1.586349164728244, 1.4342297587567854])"
0.247,"array('d', [-1.7034235005168388, 1.4451398651221188, -2.0665372770259234, 2.194287102736055, 1.5860524919568055, 1.4350597186032672])"
0.248,"array('d', [-1.7026866493470367, 1.4452272733560696, -2.0668194863177853, 2.1943489512925494, 1.5857613118356468, 1.4358824247610298])"
0.249,"array('d', [-1.701955931978722, 1.4453094670110982, -2.067101227169045, 2.194417876362946, 1.585475523603639, 1.4366978902036605])"
0.25,"array('d', [-1.701231338252705, 1.4453865044558714, -2.0673824932043927, 2.1944937914709506, 1.585195028323033, 1.4375061289449451])"
0.251,"array('d', [-1.7005128572095765, 1.4454584440802272, -2.067663278429097, 2.1945766104135287, 1.5849197288480688, 1.4383071560129592])"
0.252,"array('d', [-1.6998004771080244, 1.4455253442810736, -2.0679435772173766, 2.194666247271967, 1.5846495297940626, 1.4391009874245262])"
0.253,"array('d', [-1.6990941854429447, 1.4455872634486269, -2.0682233843010533, 2.1947626164226723, 1.5843843375069593, 1.4398876401600418])"
0.254,"array('d', [-1.6983939689633476, 1.4456442599529848, -2.0685026947584766, 2.194865632547705, 1.5841240600333502, 1.440667132138659])"
0.255,"array('d', [-1.6976998136900605, 1.4456963921310293, -2.068781504003719, 2.194975210645055, 1.5838686070909498, 1.4414394821938326])"
0.256,"array('d', [-1.6970117049332254, 1.4457437182736526, -2.0690598077760365, 2.1950912660386623, 1.5836178900395257, 1.4422047100492168])"
0.257,"array('d', [-1.6963296273095927, 1.445786296613303, -2.069337602129588, 2.1952137143881822, 1.583371821852277, 1.4429628362949178])"
0.258,"array('d', [-1.695653564759612, 1.4458241853118463, -2.0696148834234123, 2.195342471698505, 1.5831303170876567, 1.4437138823640931])"
0.259,"array('d', [-1.6949835005643188, 1.445857442448734, -2.069891648311656, 2.1954774543290254, 1.5828932918616325, 1.4444578705098965])"
0.26,"array('d', [-1.6943194173620189, 1.4458861260094773, -2.070167893734047, 2.195618579002671, 1.5826606638203802, 1.4451948237827663])"
0.261,"array('d', [-1.693661297164769, 1.4459102938744213, -2.07044361690661, 2.1957657628146903, 1.582432352113407, 1.4459247660080523])"
0.262,"array('d', [-1.6930091213746579, 1.4459300038078127, -2.070718815312621, 2.1959189232411993, 1.582208277367097, 1.446647721763979])"
0.263,"array('d', [-1.6923628707998821, 1.4459453134471583, -2.0709934866937925, 2.1960779781475, 1.581988361658675, 1.4473637163599415])"
0.264,"array('d', [-1.6917225256706245, 1.445956280292869, -2.0712676290416883, 2.196242845796162, 1.5817725284905846, 1.448072775815131])"
0.265,"array('d', [-1.6910880656547298, 1.4459629616981844, -2.0715412405893585, 2.196413444854873, 1.581560702765273, 1.448774926837487])"
0.266,"array('d', [-1.6904594698731807, 1.4459654148593741, -2.0718143198031984, 2.1965896944040706, 1.581352810760381, 1.4494701968029728])"
0.267,"array('d', [-1.689836716915376, 1.44596369680621, -2.072086865375017, 2.1967715139443413, 1.5811487801043291, 1.4501586137351719])"
0.268,"array('d', [-1.6892197848542083, 1.4459578643927065, -2.0723588762143175, 2.1969588234036035, 1.5809485397522995, 1.4508402062852002])"
0.269,"array('d', [-1.688608651260944, 1.4459479742881236, -2.0726303514407816, 2.197151543144069, 1.5807520199626044, 1.4515150037119338])"
0.27,"array('d', [-1.6880032932199076, 1.4459340829682286, -2.0729012903769557, 2.197349593968991, 1.5805591522734384, 1.452183035862547])"
0.271,"array('d', [-1.6874036873429679, 1.4459162467068116, -2.0731716925411328, 2.1975528971291927, 1.5803698694800103, 1.4528443331533578])"
0.272,"array('d', [-1.6868098097838282, 1.4458945215674521, -2.0734415576404253, 2.1977613743293922, 1.580184105612048, 1.4534989265509795])"
0.273,"array('d', [-1.6862216362521236, 1.44586896339553, -2.0737108855640263, 2.1979749477343122, 1.580001795911672, 1.4541468475537727])"
0.274,"array('d', [-1.6856391420273213, 1.4458396278104793, -2.073979676376654, 2.198193539974585, 1.5798228768116331, 1.4547881281735973])"
0.275,"array('d', [-1.68506230197243, 1.4458065701982796, -2.0742479303121737, 2.198417074152455, 1.579647285913911, 1.4554228009178596])"
0.276,"array('d', [-1.684491090547515, 1.4457698457041799, -2.0745156477673965, 2.198645473847277, 1.5794749619686639, 1.4560508987718528])"
0.277,"array('d', [-1.683925481823023, 1.4457295092256535, -2.074782829296047, 2.1988786631208175, 1.5793058448535309, 1.4566724551813863])"
0.278,"array('d', [-1.6833654494929151, 1.445685615405577, -2.0750494756028965, 2.199116566522356, 1.5791398755532788, 1.4572875040357036])"
0.279,"array('d', [-1.6828109668876112, 1.4456382186256327, -2.075315587538063, 2.199359109093595, 1.5789769961397881, 1.4578960796506821])"
0.28,"array('d', [-1.6822620069867438, 1.4455873729999271, -2.0755811660914634, 2.199606216373374, 1.5788171497523753, 1.4584982167523162])"
0.281,"array('d', [-1.6817185424317258, 1.4455331323688243, -2.0758462123874257, 2.199857814402198, 1.578660280578447, 1.4590939504604767])"
0.28200000000000003,"array('d', [-1.6811805455381306, 1.44547555029299, -2.0761107276794495, 2.200113829726573, 1.5785063338344794, 1.4596833162729472])"
0.28300000000000003,"array('d', [-1.6806479883078855, 1.4454146800476408, -2.0763747133451136, 2.200374189403161, 1.5783552557473193, 1.460266350049731])"
0.28400000000000003,"array('d', [-1.6801208424412815, 1.4453505746169983, -2.0766381708811266, 2.200638821002749, 1.5782069935358047, 1.4608430879976302])"
0.28500000000000003,"array('d', [-1.679599079348798, 1.4452832866889405, -2.0769011018985193, 2.200907652614037, 1.578061495392696, 1.4614135666550891])"
0.28600000000000003,"array('d', [-1.6790826701627464, 1.445212868649849, -2.077163508117971, 2.2011806128472498, 1.5779187104669152, 1.461977822877304])"
0.28700000000000003,"array('d', [-1.6785715857487296, 1.4451393725796504, -2.077425391365268, 2.201457630837571, 1.5777785888460927, 1.4625358938215918])"
0.28800000000000003,"array('d', [-1.6780657967169228, 1.4450628502470435, -2.077686753566896, 2.2017386362484035, 1.577641081539409, 1.4630878169330204])"
0.289,"array('d', [-1.6775652734331743, 1.4449833531049139, -2.0779475967457515, 2.2020235592744584, 1.5775061404607351, 1.463633629930292])"
0.29,"array('d', [-1.677069986029927, 1.444900932285928, -2.0782079230169823, 2.202312330644675, 1.5773737184120618, 1.4641733707918805])"
0.291,"array('d', [-1.6765799044169634, 1.4448156385983082, -2.078467734583943, 2.202604881624973, 1.577243769067217, 1.4647070777424207])"
0.292,"array('d', [-1.6760949982919742, 1.4447275225217804, -2.0787270337342685, 2.2029011440208426, 1.5771162469558646, 1.4652347892393436])"
0.293,"array('d', [-1.6756152371509518, 1.4446366342036945, -2.0789858228360627, 2.2032010501797687, 1.576991107447782, 1.4657565439597573])"
0.294,"array('d', [-1.6751405902984111, 1.4445430234553132, -2.0792441043341943, 2.203504532993498, 1.5768683067374114, 1.4662723807875713])"
0.295,"array('d', [-1.674671026857435, 1.4444467397482663, -2.079501880746701, 2.2038115259001465, 1.5767478018286811, 1.4667823388008598])"
0.296,"array('d', [-1.6742065157795512, 1.4443478322111665, -2.0797591546613, 2.204121962886154, 1.5766295505200931, 1.4672864572594633])"
0.297,"array('d', [-1.6737470258544376, 1.4442463496263838, -2.080015928731998, 2.2044357784880844, 1.5765135113900717, 1.4677847755928233])"
0.298,"array('d', [-1.6732925257194586, 1.4441423404269769, -2.0802722056758016, 2.204752907794274, 1.5763996437825707, 1.4682773333880517])"
0.299,"array('d', [-1.6728429838690344, 1.444035852693776, -2.080527988269524, 2.2050732864463347, 1.5762879077929337, 1.4687641703782282])"
0.3,"array('d', [-1.6723983686638428, 1.4439269341526162, -2.0807832793466847, 2.2053968506405086, 1.5761782642540056, 1.4692453264309255])"
0.301,"array('d', [-1.6719586483398565, 1.4438156321717177, -2.081038081794502, 2.2057235371288804, 1.576070674722489, 1.4697208415369594])"
0.302,"array('d', [-1.671523791017216, 1.4437019937592088, -2.0812923985509717, 2.2060532832204482, 1.575965101465543, 1.4701907557993608])"
0.303,"array('d', [-1.6710937647089408, 1.4435860655607906, -2.081546232602037, 2.206386026782055, 1.575861507447621, 1.4706551094225675])"
0.304,"array('d', [-1.670668537329478, 1.4434678938575396, -2.0817995869788377, 2.2067217062391853, 1.5757598563175432, 1.4711139427018347])"
0.305,"array('d', [-1.6702480767030918, 1.4433475245638452, -2.082052464755044, 2.2070602605766263, 1.5756601123957996, 1.4715672960128583])"
0.306,"array('d', [-1.6698323505720938, 1.4432250032254792, -2.0823048690442683, 2.207401629338997, 1.5755622406620806, 1.4720152098016122])"
0.307,"array('d', [-1.669421326604916, 1.4431003750177958, -2.0825568029975576, 2.207745752631148, 1.5754662067430316, 1.4724577245743957])"
0.308,"array('d', [-1.6690149724040282, 1.4429736847440577, -2.082808269800958, 2.208092571118438, 1.5753719769002272, 1.4728948808880882])"
0.309,"array('d', [-1.6686132555137003, 1.4428449768338867, -2.083059272673154, 2.2084420260268782, 1.5752795180183627, 1.4733267193406099])"
0.31,"array('d', [-1.6682161434276115, 1.442714295341835, -2.0833098148631795, 2.2087940591431616, 1.5751887975936583, 1.4737532805615845])"
0.311,"array('d', [-1.6678236035963072, 1.4425816839460768, -2.0835598996481988, 2.2091486128145683, 1.5750997837224725, 1.4741746052032043])"
0.312,"array('d', [-1.6674356034345061, 1.442447185947214, -2.083809530331353, 2.209505629948755, 1.5750124450901235, 1.4745907339312925])"
0.313,"array('d', [-1.6670521103282578, 1.4423108442671984, -2.0840587102396757, 2.2098650540134286, 1.574926750959911, 1.4750017074165613])"
